sample_id,stim_kind,pulse_offset_sample,pulse_start_ns,pulse_width_samples,pulse_peak_mv,adc_code_pos,adc_code_neg,pulse_channel,hex_out,float_out,label,prediction,correct,latency_cycles_cnn,latency_us
199,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
200,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
201,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
202,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
203,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
204,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
205,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
206,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
207,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
208,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
209,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
210,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
211,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
212,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
213,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
214,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
215,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
216,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
217,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
218,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
219,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
220,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
221,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
222,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
223,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
224,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
225,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
226,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
227,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
228,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
229,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
230,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
231,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
232,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
233,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
234,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
235,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
236,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
237,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
238,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
239,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
240,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
241,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
242,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
243,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
244,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
245,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
246,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
247,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
248,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
249,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
250,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
251,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
252,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,203,1.015
253,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
254,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
255,zero,-1,-1,0,0.000,0,0,0,0x003fee54,-2.208984,0,0,1,204,1.020
