source_chunk_id,local_chunk_id,label,input_batch_index,input_time_ns,input_first_fire_time_ns,input_last_fire_time_ns,input_stream_complete,input_valid,sim_input_ready,input_fire,input_ch0_s0,input_ch0_s1,input_ch0_s2,input_ch0_s3,input_ch1_s0,input_ch1_s1,input_ch1_s2,input_ch1_s3,input_ch2_s0,input_ch2_s1,input_ch2_s2,input_ch2_s3,input_ch3_s0,input_ch3_s1,input_ch3_s2,input_ch3_s3,input_ch4_s0,input_ch4_s1,input_ch4_s2,input_ch4_s3,input_ch5_s0,input_ch5_s1,input_ch5_s2,input_ch5_s3,input_ch6_s0,input_ch6_s1,input_ch6_s2,input_ch6_s3,input_ch7_s0,input_ch7_s1,input_ch7_s2,input_ch7_s3,cnn_result_seen,cnn_result_time_ns,cnn_score_hex,cnn_score_float,cnn_threshold_raw,cnn_threshold_float,trigger_decision,cnn_latency_cycles,cnn_latency_ns,event_present,event_index,event_output_time_ns,event_valid,event_ready,event_fire,event_chunk_id,event_timestamp,event_score_hex,event_batch_index,event_last,event_ch0_s0,event_ch0_s1,event_ch0_s2,event_ch0_s3,event_ch1_s0,event_ch1_s1,event_ch1_s2,event_ch1_s3,event_ch2_s0,event_ch2_s1,event_ch2_s2,event_ch2_s3,event_ch3_s0,event_ch3_s1,event_ch3_s2,event_ch3_s3,event_ch4_s0,event_ch4_s1,event_ch4_s2,event_ch4_s3,event_ch5_s0,event_ch5_s1,event_ch5_s2,event_ch5_s3,event_ch6_s0,event_ch6_s1,event_ch6_s2,event_ch6_s3,event_ch7_s0,event_ch7_s1,event_ch7_s2,event_ch7_s3,waveform_match,event_beat_count,event_complete,event_line_rate_ok,signal_readout_ok,noise_ignored_ok,continuous_readout_ok,chunk_overflow_count,adc_input_overflow_count,dropped_trigger_count,ring_miss_count
490,0,1,40,394,234,486,1,1,1,1,73,-49,-44,-23,-65,17,-28,33,27,71,-43,10,-54,-52,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1458,1,1,1,0,0,0x00001adc,40,0,73,-49,-44,-23,-65,17,-28,33,27,71,-43,10,-54,-52,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,41,398,234,486,1,1,1,1,93,35,-66,-30,48,-88,61,7,-5,-44,15,-20,12,-58,-71,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1462,1,1,1,0,0,0x00001adc,41,0,93,35,-66,-30,48,-88,61,7,-5,-44,15,-20,12,-58,-71,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,42,402,234,486,1,1,1,1,-23,75,35,-90,-17,-47,-41,141,126,-59,-96,22,-43,-61,49,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1466,1,1,1,0,0,0x00001adc,42,0,-23,75,35,-90,-17,-47,-41,141,126,-59,-96,22,-43,-61,49,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,43,406,234,486,1,1,1,1,35,-2,-2,54,-34,1,-40,-53,143,-58,-84,20,17,-30,57,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1470,1,1,1,0,0,0x00001adc,43,0,35,-2,-2,54,-34,1,-40,-53,143,-58,-84,20,17,-30,57,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,44,410,234,486,1,1,1,1,-111,55,35,-42,78,-57,69,61,-20,69,-22,85,-68,89,-105,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1474,1,1,1,0,0,0x00001adc,44,0,-111,55,35,-42,78,-57,69,61,-20,69,-22,85,-68,89,-105,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,45,414,234,486,1,1,1,1,82,-127,42,26,-132,-18,100,-16,-81,-50,42,-2,19,66,-80,-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1478,1,1,1,0,0,0x00001adc,45,0,82,-127,42,26,-132,-18,100,-16,-81,-50,42,-2,19,66,-80,-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,46,418,234,486,1,1,1,1,-63,110,5,-61,-6,-28,-17,36,-32,52,30,-64,76,53,-8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1482,1,1,1,0,0,0x00001adc,46,0,-63,110,5,-61,-6,-28,-17,36,-32,52,30,-64,76,53,-8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,47,422,234,486,1,1,1,1,-64,44,16,11,3,-25,60,-57,53,-40,-20,16,-95,-11,118,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1486,1,1,1,0,0,0x00001adc,47,0,-64,44,16,11,3,-25,60,-57,53,-40,-20,16,-95,-11,118,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,48,426,234,486,1,1,1,1,55,-78,-2,8,-47,112,-87,15,37,31,-108,6,-45,79,-3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1490,1,1,1,0,0,0x00001adc,48,0,55,-78,-2,8,-47,112,-87,15,37,31,-108,6,-45,79,-3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,49,430,234,486,1,1,1,1,-14,49,0,-25,112,-49,-138,89,78,-32,9,28,-22,9,-64,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1494,1,1,1,0,0,0x00001adc,49,0,-14,49,0,-25,112,-49,-138,89,78,-32,9,28,-22,9,-64,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,50,434,234,486,1,1,1,1,-10,-17,14,35,12,-11,-11,51,-54,-10,1,101,105,-55,-78,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1498,1,1,1,0,0,0x00001adc,50,0,-10,-17,14,35,12,-11,-11,51,-54,-10,1,101,105,-55,-78,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,51,438,234,486,1,1,1,1,13,-5,-93,22,57,-156,13,81,-87,-11,118,-172,38,-105,40,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1502,1,1,1,0,0,0x00001adc,51,0,13,-5,-93,22,57,-156,13,81,-87,-11,118,-172,38,-105,40,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,52,442,234,486,1,1,1,1,43,27,30,-34,-55,58,-4,-72,81,-14,-40,147,55,17,-69,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1506,1,1,1,0,0,0x00001adc,52,0,43,27,30,-34,-55,58,-4,-72,81,-14,-40,147,55,17,-69,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,53,446,234,486,1,1,1,1,-96,38,60,3,36,88,-66,-64,-68,-35,-10,-21,87,-19,-106,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1510,1,1,1,0,0,0x00001adc,53,0,-96,38,60,3,36,88,-66,-64,-68,-35,-10,-21,87,-19,-106,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,54,450,234,486,1,1,1,1,-61,31,32,-58,-1,84,-22,-11,46,11,-25,39,56,-3,-71,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1514,1,1,1,0,0,0x00001adc,54,0,-61,31,32,-58,-1,84,-22,-11,46,11,-25,39,56,-3,-71,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,55,454,234,486,1,1,1,1,29,12,2,-18,29,-42,30,-2,-22,-49,51,31,-2,40,93,-125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1518,1,1,1,0,0,0x00001adc,55,0,29,12,2,-18,29,-42,30,-2,-22,-49,51,31,-2,40,93,-125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,56,458,234,486,1,1,1,1,-62,34,98,-45,-42,43,-37,37,-41,-62,81,67,63,-71,25,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1522,1,1,1,0,0,0x00001adc,56,0,-62,34,98,-45,-42,43,-37,37,-41,-62,81,67,63,-71,25,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,57,462,234,486,1,1,1,1,-1,-9,-91,36,52,-119,70,-17,-130,8,63,-8,-51,-7,25,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1526,1,1,1,0,0,0x00001adc,57,0,-1,-9,-91,36,52,-119,70,-17,-130,8,63,-8,-51,-7,25,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,58,466,234,486,1,1,1,1,111,-30,-93,78,4,27,-109,81,-30,16,47,-113,-53,-33,-39,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1530,1,1,1,0,0,0x00001adc,58,0,111,-30,-93,78,4,27,-109,81,-30,16,47,-113,-53,-33,-39,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,59,470,234,486,1,1,1,1,-21,-52,112,-50,141,-170,-66,164,33,84,1,-72,3,-1,-80,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1534,1,1,1,0,0,0x00001adc,59,0,-21,-52,112,-50,141,-170,-66,164,33,84,1,-72,3,-1,-80,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,60,474,234,486,1,1,1,1,-37,-3,34,6,-56,-76,79,23,-45,96,-31,-3,58,-9,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1538,1,1,1,0,0,0x00001adc,60,0,-37,-3,34,6,-56,-76,79,23,-45,96,-31,-3,58,-9,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,61,478,234,486,1,1,1,1,-14,46,-48,-14,-11,2,-48,-53,9,-12,-28,95,-62,21,-64,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1542,1,1,1,0,0,0x00001adc,61,0,-14,46,-48,-14,-11,2,-48,-53,9,-12,-28,95,-62,21,-64,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,62,482,234,486,1,1,1,1,-49,101,16,-76,74,36,-3,-37,-51,-41,43,2,9,-86,67,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1546,1,1,1,0,0,0x00001adc,62,0,-49,101,16,-76,74,36,-3,-37,-51,-41,43,2,9,-86,67,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
490,0,1,63,486,234,486,1,1,1,1,57,-63,62,-66,-2,-4,-22,93,-33,0,1,59,-40,22,13,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1243,0x00001adc,3.357422,0,0.000000,1,202,1010.000,1,0,1550,1,1,1,0,0,0x00001adc,63,1,57,-63,62,-66,-2,-4,-22,93,-33,0,1,59,-40,22,13,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1,1,1,0,0,0,0,0,0
491,1,0,0,490,490,742,1,1,1,1,-61,53,-12,76,21,-37,3,76,-35,140,-53,-60,31,-42,-38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,1,494,490,742,1,1,1,1,-56,-20,-30,96,-44,-53,27,18,28,29,-92,104,1,37,43,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,2,498,490,742,1,1,1,1,-25,-107,106,35,4,-49,46,6,19,-50,-30,19,-79,26,93,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,3,502,490,742,1,1,1,1,-112,32,45,-54,0,-21,25,17,-5,22,16,-59,-38,-60,-19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,4,506,490,742,1,1,1,1,116,-103,5,-9,-115,55,107,-85,99,-71,-60,88,60,-9,-33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,5,510,490,742,1,1,1,1,-24,48,43,-70,-79,108,-12,55,2,-52,77,-93,9,-84,67,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,6,514,490,742,1,1,1,1,-38,185,-91,-112,-93,-41,51,38,46,52,-91,81,-58,26,-3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,7,518,490,742,1,1,1,1,46,51,-46,55,-3,-46,59,-47,-114,57,76,-57,-31,54,-94,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,8,522,490,742,1,1,1,1,16,-74,-11,31,-43,76,-28,45,29,-46,-52,76,-42,16,69,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,9,526,490,742,1,1,1,1,77,-37,-35,-29,-36,-21,-38,59,9,-8,0,-24,-103,-42,38,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,10,530,490,742,1,1,1,1,-32,65,103,-111,78,-46,-109,-5,13,-3,-4,-27,-25,71,-61,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,11,534,490,742,1,1,1,1,-7,-21,43,63,133,36,-137,8,76,-9,-75,61,117,-57,-69,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,12,538,490,742,1,1,1,1,-144,100,5,-44,52,-15,-3,14,-1,-69,76,-7,-37,13,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,13,542,490,742,1,1,1,1,-14,41,31,-33,33,-20,-81,18,-45,22,21,25,-46,67,-56,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,14,546,490,742,1,1,1,1,-42,-5,-15,160,66,11,-18,-89,-47,-45,20,95,82,7,23,-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,15,550,490,742,1,1,1,1,-30,-147,22,23,63,88,-62,-96,-35,-89,127,-121,15,61,-23,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,16,554,490,742,1,1,1,1,77,-26,-64,31,65,59,-18,-40,16,70,32,-42,-46,-50,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,17,558,490,742,1,1,1,1,31,3,-57,17,-53,39,75,87,-88,40,-20,45,40,-72,-13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,18,562,490,742,1,1,1,1,28,18,-91,80,-149,-181,204,90,180,-144,-224,140,64,-40,-13,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,19,566,490,742,1,1,1,1,26,-106,68,12,-83,-5,-57,30,77,75,-70,-74,53,62,-100,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,20,570,490,742,1,1,1,1,-43,72,-94,10,37,-17,23,-56,11,-20,60,14,94,-4,36,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,21,574,490,742,1,1,1,1,68,-15,57,-176,-25,147,-92,-93,40,-106,14,14,-93,12,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,22,578,490,742,1,1,1,1,49,86,27,-58,93,62,22,-143,21,8,-11,-10,-83,29,-66,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,23,582,490,742,1,1,1,1,-68,118,-34,-109,-70,186,27,-91,-47,75,24,-67,48,-95,-21,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,24,586,490,742,1,1,1,1,77,62,-22,-5,-74,89,27,-5,3,5,-16,36,179,-119,-88,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,25,590,490,742,1,1,1,1,-62,13,15,-6,-51,5,-2,21,2,59,-143,41,10,-37,-4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,26,594,490,742,1,1,1,1,109,-95,-68,130,4,-9,51,-57,101,-94,8,-8,-77,-40,62,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,27,598,490,742,1,1,1,1,-108,38,55,-28,-87,120,49,-78,33,67,-114,-14,-62,72,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,28,602,490,742,1,1,1,1,-40,15,59,-46,20,-70,7,37,82,-13,-27,2,-73,-8,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,29,606,490,742,1,1,1,1,-115,144,21,-43,31,68,-58,-115,29,22,-121,32,5,-57,88,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,30,610,490,742,1,1,1,1,51,-148,36,100,71,17,-9,-6,121,-92,20,35,-85,46,28,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,31,614,490,742,1,1,1,1,-29,-19,-36,34,55,-33,-46,36,-60,50,-105,43,9,-47,59,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,32,618,490,742,1,1,1,1,83,-134,16,14,32,-48,-5,31,133,-90,-81,75,-154,21,-6,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,33,622,490,742,1,1,1,1,60,-32,39,-50,-14,-16,-3,50,13,36,-68,-80,-175,47,40,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,34,626,490,742,1,1,1,1,-68,53,56,-29,53,-121,-12,57,123,58,-127,-41,70,40,-91,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
491,1,0,35,630,490,742,1,1,1,1,-19,51,-33,-68,22,-78,72,41,143,-26,-21,-136,85,-30,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1498,0x003feef9,-2.128418,0,0.000000,0,202,1010.000,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
