sample_id,hex_out,float_out,label,prediction,correct,latency_cycles_cnn,latency_us,input_first_fire_time_ns,input_last_fire_time_ns,cnn_result_time_ns
0,0x00001adc,3.357422,1,1,1,202,1.010,234,486,1243
1,0x003feef9,-2.128418,0,0,1,202,1.010,490,742,1498
2,0x003fe13f,-3.844238,0,0,1,201,1.005,746,998,1753
3,0x003fee70,-2.195312,0,0,1,202,1.010,1002,1254,2013
4,0x003fe4fd,-3.376465,0,0,1,202,1.010,1258,1510,2268
5,0x00000cf4,1.619141,1,1,1,203,1.015,1514,1766,2528
6,0x00001c8c,3.568359,1,1,1,203,1.015,1770,2022,2783
