sample_id,stim_kind,pulse_offset_sample,pulse_start_ns,pulse_width_samples,pulse_peak_mv,adc_code_pos,adc_code_neg,pulse_channel,hex_out,float_out,label,prediction,correct,latency_cycles_cnn,latency_us
206,bipolar_sweep,206,206,10,50.000,256,-256,0,0x003feef0,-2.132812,0,0,1,203,1.015
207,bipolar_sweep,207,207,10,50.000,256,-256,0,0x003feecc,-2.150391,0,0,1,203,1.015
208,bipolar_sweep,208,208,10,50.000,256,-256,0,0x003fee48,-2.214844,0,0,1,204,1.020
209,bipolar_sweep,209,209,10,50.000,256,-256,0,0x003fee82,-2.186523,0,0,1,204,1.020
210,bipolar_sweep,210,210,10,50.000,256,-256,0,0x003fedfa,-2.252930,0,0,1,204,1.020
211,bipolar_sweep,211,211,10,50.000,256,-256,0,0x003feda8,-2.292969,0,0,1,203,1.015
212,bipolar_sweep,212,212,10,50.000,256,-256,0,0x003fef7a,-2.065430,0,0,1,203,1.015
213,bipolar_sweep,213,213,10,50.000,256,-256,0,0x003fef6c,-2.072266,0,0,1,204,1.020
214,bipolar_sweep,214,214,10,50.000,256,-256,0,0x003fef7a,-2.065430,0,0,1,204,1.020
215,bipolar_sweep,215,215,10,50.000,256,-256,0,0x003fefb0,-2.039062,0,0,1,204,1.020
216,bipolar_sweep,216,216,10,50.000,256,-256,0,0x003fede6,-2.262695,0,0,1,203,1.015
217,bipolar_sweep,217,217,10,50.000,256,-256,0,0x003feda8,-2.292969,0,0,1,203,1.015
218,bipolar_sweep,218,218,10,50.000,256,-256,0,0x003fee9a,-2.174805,0,0,1,204,1.020
219,bipolar_sweep,219,219,10,50.000,256,-256,0,0x003feec6,-2.153320,0,0,1,204,1.020
220,bipolar_sweep,220,220,10,50.000,256,-256,0,0x003fee2e,-2.227539,0,0,1,204,1.020
221,bipolar_sweep,221,221,10,50.000,256,-256,0,0x003feea8,-2.167969,0,0,1,203,1.015
222,bipolar_sweep,222,222,10,50.000,256,-256,0,0x003fee55,-2.208496,0,0,1,203,1.015
223,bipolar_sweep,223,223,10,50.000,256,-256,0,0x003fee6f,-2.195801,0,0,1,204,1.020
224,bipolar_sweep,224,224,10,50.000,256,-256,0,0x003fefe0,-2.015625,0,0,1,204,1.020
225,bipolar_sweep,225,225,10,50.000,256,-256,0,0x003ff005,-1.997559,0,0,1,204,1.020
226,bipolar_sweep,226,226,10,50.000,256,-256,0,0x003feffd,-2.001465,0,0,1,203,1.015
227,bipolar_sweep,227,227,10,50.000,256,-256,0,0x003ff0c6,-1.903320,0,0,1,203,1.015
228,bipolar_sweep,228,228,10,50.000,256,-256,0,0x003fee99,-2.175293,0,0,1,204,1.020
229,bipolar_sweep,229,229,10,50.000,256,-256,0,0x003feda1,-2.296387,0,0,1,204,1.020
230,bipolar_sweep,230,230,10,50.000,256,-256,0,0x003fee68,-2.199219,0,0,1,204,1.020
231,bipolar_sweep,231,231,10,50.000,256,-256,0,0x003fef69,-2.073730,0,0,1,203,1.015
232,bipolar_sweep,232,232,10,50.000,256,-256,0,0x003fef07,-2.121582,0,0,1,203,1.015
233,bipolar_sweep,233,233,10,50.000,256,-256,0,0x003feeac,-2.166016,0,0,1,204,1.020
234,bipolar_sweep,234,234,10,50.000,256,-256,0,0x003feda8,-2.292969,0,0,1,204,1.020
235,bipolar_sweep,235,235,10,50.000,256,-256,0,0x003fed76,-2.317383,0,0,1,204,1.020
236,bipolar_sweep,236,236,10,50.000,256,-256,0,0x003feea2,-2.170898,0,0,1,203,1.015
237,bipolar_sweep,237,237,10,50.000,256,-256,0,0x003fef62,-2.077148,0,0,1,203,1.015
238,bipolar_sweep,238,238,10,50.000,256,-256,0,0x003fef18,-2.113281,0,0,1,204,1.020
239,bipolar_sweep,239,239,10,50.000,256,-256,0,0x003feea8,-2.167969,0,0,1,204,1.020
240,bipolar_sweep,240,240,10,50.000,256,-256,0,0x003fee14,-2.240234,0,0,1,204,1.020
241,bipolar_sweep,241,241,10,50.000,256,-256,0,0x003fee5c,-2.205078,0,0,1,203,1.015
242,bipolar_sweep,242,242,10,50.000,256,-256,0,0x003feff0,-2.007812,0,0,1,203,1.015
243,bipolar_sweep,243,243,10,50.000,256,-256,0,0x003fefba,-2.034180,0,0,1,204,1.020
244,bipolar_sweep,244,244,10,50.000,256,-256,0,0x003fef10,-2.117188,0,0,1,204,1.020
245,bipolar_sweep,245,245,10,50.000,256,-256,0,0x003feee4,-2.138672,0,0,1,204,1.020
246,bipolar_sweep,246,246,10,50.000,256,-256,0,0x003feedd,-2.142090,0,0,1,203,1.015
