sample_id,hex_out,float_out,label,prediction,correct,latency_cycles_cnn,latency_us,input_first_fire_time_ns,input_last_fire_time_ns,cnn_result_time_ns
224,0x003ff5ff,-1.250488,0,0,1,203,1.015,227570,227822,228583
225,0x003ff615,-1.239746,0,0,1,202,1.010,228586,228838,229598
226,0x003ff559,-1.331543,0,0,1,203,1.015,229598,229850,230613
227,0x003ff64a,-1.213867,0,0,1,203,1.015,230614,230866,231628
228,0x003ff708,-1.121094,0,0,1,203,1.015,231630,231882,232643
229,0x003ff728,-1.105469,0,0,1,202,1.010,232646,232898,233658
230,0x003ff7c1,-1.030762,0,0,1,203,1.015,233658,233910,234673
231,0x003ff7e9,-1.011230,0,0,1,203,1.015,234674,234926,235688
232,0x003ff645,-1.216309,0,0,1,203,1.015,235690,235942,236703
233,0x003ff5b9,-1.284668,0,0,1,202,1.010,236706,236958,237718
234,0x003ff691,-1.179199,0,0,1,203,1.015,237718,237970,238733
235,0x003ff6c7,-1.152832,0,0,1,203,1.015,238734,238986,239748
236,0x003ff729,-1.104980,0,0,1,203,1.015,239750,240002,240763
237,0x003ff782,-1.061523,0,0,1,202,1.010,240766,241018,241778
238,0x003ff654,-1.208984,0,0,1,203,1.015,241778,242030,242793
239,0x003ff5c8,-1.277344,0,0,1,203,1.015,242794,243046,243808
240,0x003ff626,-1.231445,0,0,1,203,1.015,243810,244062,244823
241,0x003ff70f,-1.117676,0,0,1,202,1.010,244826,245078,245838
242,0x003ff785,-1.060059,0,0,1,203,1.015,245838,246090,246853
243,0x003ff7ef,-1.008301,0,0,1,203,1.015,246854,247106,247868
244,0x003ff77c,-1.064453,0,0,1,203,1.015,247870,248122,248883
245,0x003ff647,-1.215332,0,0,1,202,1.010,248886,249138,249898
246,0x003ff5c8,-1.277344,0,0,1,203,1.015,249898,250150,250913
247,0x003ff68a,-1.182617,0,0,1,203,1.015,250914,251166,251928
248,0x003ff6db,-1.143066,0,0,1,203,1.015,251930,252182,252943
249,0x003ff680,-1.187500,0,0,1,202,1.010,252946,253198,253958
250,0x003ff694,-1.177734,0,0,1,203,1.015,253958,254210,254973
251,0x003ff5de,-1.266602,0,0,1,203,1.015,254974,255226,255988
252,0x003ff4cc,-1.400391,0,0,1,203,1.015,255990,256242,257003
253,0x003ff5c9,-1.276855,0,0,1,202,1.010,257006,257258,258018
254,0x003ff68a,-1.182617,0,0,1,203,1.015,258018,258270,259033
255,0x003ff5fd,-1.251465,0,0,1,203,1.015,259034,259286,260048
256,0x003ff63d,-1.220215,0,0,1,203,1.015,260050,260302,261063
257,0x003ff5e1,-1.265137,0,0,1,202,1.010,261066,261318,262078
258,0x003ff504,-1.373047,0,0,1,203,1.015,262078,262330,263093
259,0x003ff65b,-1.205566,0,0,1,203,1.015,263094,263346,264108
260,0x003ff6d8,-1.144531,0,0,1,203,1.015,264110,264362,265123
261,0x003ff5ce,-1.274414,0,0,1,202,1.010,265126,265378,266138
262,0x003ff5e8,-1.261719,0,0,1,203,1.015,266138,266390,267153
263,0x003ff5d5,-1.270996,0,0,1,203,1.015,267154,267406,268168
264,0x003ff57f,-1.312988,0,0,1,203,1.015,268170,268422,269183
265,0x003ff636,-1.223633,0,0,1,202,1.010,269186,269438,270198
266,0x003ff6d2,-1.147461,0,0,1,203,1.015,270198,270450,271213
267,0x003ff54e,-1.336914,0,0,1,203,1.015,271214,271466,272228
268,0x003ff4e5,-1.388184,0,0,1,203,1.015,272230,272482,273243
269,0x003ff54a,-1.338867,0,0,1,202,1.010,273246,273498,274258
270,0x003ff55f,-1.328613,0,0,1,203,1.015,274258,274510,275273
271,0x003ff5fe,-1.250977,0,0,1,203,1.015,275274,275526,276288
272,0x003ff62e,-1.227539,0,0,1,203,1.015,276290,276542,277303
273,0x003ff516,-1.364258,0,0,1,202,1.010,277306,277558,278318
274,0x003ff4ae,-1.415039,0,0,1,203,1.015,278318,278570,279333
275,0x003ff4a3,-1.420410,0,0,1,203,1.015,279334,279586,280348
276,0x003ff50e,-1.368164,0,0,1,203,1.015,280350,280602,281363
277,0x003ff55c,-1.330078,0,0,1,202,1.010,281366,281618,282378
278,0x003ff5c1,-1.280762,0,0,1,203,1.015,282378,282630,283393
279,0x003ff480,-1.437500,0,0,1,203,1.015,283394,283646,284408
280,0x003ff435,-1.474121,0,0,1,203,1.015,284410,284662,285423
281,0x003ff404,-1.498047,0,0,1,202,1.010,285426,285678,286438
282,0x003ff493,-1.428223,0,0,1,203,1.015,286438,286690,287453
283,0x003ff482,-1.436523,0,0,1,203,1.015,287454,287706,288468
284,0x003ff483,-1.436035,0,0,1,203,1.015,288470,288722,289483
285,0x003ff3b3,-1.537598,0,0,1,202,1.010,289486,289738,290498
286,0x003ff3b1,-1.538574,0,0,1,203,1.015,290498,290750,291513
287,0x003ff30e,-1.618164,0,0,1,203,1.015,291514,291766,292528
288,0x003ff3f7,-1.504395,0,0,1,203,1.015,292530,292782,293543
289,0x003ff3ee,-1.508789,0,0,1,202,1.010,293546,293798,294558
290,0x003ff458,-1.457031,0,0,1,203,1.015,294558,294810,295573
291,0x003ff393,-1.553223,0,0,1,203,1.015,295574,295826,296588
292,0x003ff391,-1.554199,0,0,1,203,1.015,296590,296842,297603
293,0x003ff34f,-1.586426,0,0,1,202,1.010,297606,297858,298618
294,0x003ff3ca,-1.526367,0,0,1,203,1.015,298618,298870,299633
295,0x003ff36f,-1.570801,0,0,1,203,1.015,299634,299886,300648
296,0x003ff3d8,-1.519531,0,0,1,203,1.015,300650,300902,301663
297,0x003ff3d8,-1.519531,0,0,1,202,1.010,301666,301918,302678
298,0x003ff40a,-1.495117,0,0,1,203,1.015,302678,302930,303693
299,0x003ff425,-1.481934,0,0,1,203,1.015,303694,303946,304708
300,0x003ff506,-1.372070,0,0,1,203,1.015,304710,304962,305723
301,0x003ff48b,-1.432129,0,0,1,202,1.010,305726,305978,306738
302,0x003ff4c2,-1.405273,0,0,1,203,1.015,306738,306990,307753
303,0x003ff45f,-1.453613,0,0,1,203,1.015,307754,308006,308768
304,0x003ff57c,-1.314453,0,0,1,203,1.015,308770,309022,309783
305,0x003ff57d,-1.313965,0,0,1,202,1.010,309786,310038,310798
306,0x003ff59f,-1.297363,0,0,1,203,1.015,310798,311050,311813
307,0x003ff556,-1.333008,0,0,1,203,1.015,311814,312066,312828
308,0x003ff48b,-1.432129,0,0,1,203,1.015,312830,313082,313843
309,0x003ff499,-1.425293,0,0,1,202,1.010,313846,314098,314858
310,0x003ff602,-1.249023,0,0,1,203,1.015,314858,315110,315873
311,0x003ff66d,-1.196777,0,0,1,203,1.015,315874,316126,316888
312,0x003ff6b3,-1.162598,0,0,1,203,1.015,316890,317142,317903
313,0x003ff671,-1.194824,0,0,1,202,1.010,317906,318158,318918
314,0x003ff55b,-1.330566,0,0,1,203,1.015,318918,319170,319933
315,0x003ff50b,-1.369629,0,0,1,203,1.015,319934,320186,320948
316,0x003ff6aa,-1.166992,0,0,1,203,1.015,320950,321202,321963
317,0x003ff784,-1.060547,0,0,1,202,1.010,321966,322218,322978
318,0x003ff70c,-1.119141,0,0,1,203,1.015,322978,323230,323993
319,0x003ff65e,-1.204102,0,0,1,203,1.015,323994,324246,325008
320,0x003ff47c,-1.439453,0,0,1,203,1.015,325010,325262,326023
321,0x003ff44a,-1.463867,0,0,1,202,1.010,326026,326278,327038
322,0x003ff609,-1.245605,0,0,1,203,1.015,327038,327290,328053
323,0x003ff707,-1.121582,0,0,1,203,1.015,328054,328306,329068
324,0x003ff6d9,-1.144043,0,0,1,203,1.015,329070,329322,330083
325,0x003ff663,-1.201660,0,0,1,202,1.010,330086,330338,331098
326,0x003ff4c5,-1.403809,0,0,1,203,1.015,331098,331350,332113
327,0x003ff48c,-1.431641,0,0,1,203,1.015,332114,332366,333128
328,0x003ff5c8,-1.277344,0,0,1,203,1.015,333130,333382,334143
329,0x003ff6e6,-1.137695,0,0,1,202,1.010,334146,334398,335158
330,0x003ff651,-1.210449,0,0,1,203,1.015,335158,335410,336173
331,0x003ff5f2,-1.256836,0,0,1,203,1.015,336174,336426,337188
332,0x003ff44a,-1.463867,0,0,1,203,1.015,337190,337442,338203
333,0x003ff426,-1.481445,0,0,1,202,1.010,338206,338458,339218
334,0x003ff56f,-1.320801,0,0,1,203,1.015,339218,339470,340233
335,0x003ff5e0,-1.265625,0,0,1,203,1.015,340234,340486,341248
336,0x003ff56c,-1.322266,0,0,1,203,1.015,341250,341502,342263
337,0x003ff59b,-1.299316,0,0,1,202,1.010,342266,342518,343278
338,0x003ff45f,-1.453613,0,0,1,203,1.015,343278,343530,344293
339,0x003ff431,-1.476074,0,0,1,203,1.015,344294,344546,345308
340,0x003ff505,-1.372559,0,0,1,203,1.015,345310,345562,346323
341,0x003ff440,-1.468750,0,0,1,202,1.010,346326,346578,347338
342,0x003ff475,-1.442871,0,0,1,203,1.015,347338,347590,348353
343,0x003ff531,-1.351074,0,0,1,203,1.015,348354,348606,349368
344,0x003ff3f4,-1.505859,0,0,1,203,1.015,349370,349622,350383
345,0x003ff42a,-1.479492,0,0,1,202,1.010,350386,350638,351398
346,0x003ff4f4,-1.380859,0,0,1,203,1.015,351398,351650,352413
347,0x003ff351,-1.585449,0,0,1,203,1.015,352414,352666,353428
348,0x003ff48b,-1.432129,0,0,1,203,1.015,353430,353682,354443
349,0x003ff558,-1.332031,0,0,1,202,1.010,354446,354698,355458
350,0x003ff474,-1.443359,0,0,1,203,1.015,355458,355710,356473
351,0x003ff52b,-1.354004,0,0,1,203,1.015,356474,356726,357488
352,0x003ff513,-1.365723,0,0,1,203,1.015,357490,357742,358503
353,0x003ff33b,-1.596191,0,0,1,202,1.010,358506,358758,359518
354,0x003ff4dd,-1.392090,0,0,1,203,1.015,359518,359770,360533
355,0x003ff551,-1.335449,0,0,1,203,1.015,360534,360786,361548
356,0x003ff4db,-1.393066,0,0,1,203,1.015,361550,361802,362563
357,0x003ff594,-1.302734,0,0,1,202,1.010,362566,362818,363578
358,0x003ff524,-1.357422,0,0,1,203,1.015,363578,363830,364593
359,0x003ff389,-1.558105,0,0,1,203,1.015,364594,364846,365608
360,0x003ff516,-1.364258,0,0,1,203,1.015,365610,365862,366623
361,0x003ff4e1,-1.390137,0,0,1,202,1.010,366626,366878,367638
362,0x003ff522,-1.358398,0,0,1,203,1.015,367638,367890,368653
363,0x003ff692,-1.178711,0,0,1,203,1.015,368654,368906,369668
