Time,CH1
-1e-07,-0.002195999978
-9.9e-08,-0.000946000006
-9.8e-08,-0.002352249975
-9.7e-08,-0.00032100002
-9.6e-08,-0.001727249989
-9.5e-08,-0.0011022500030000001
-9.4e-08,-0.00032100002
-9.3e-08,-0.0001647500240000001
-9.2e-08,0.001553999938
-9.1e-08,-0.001258499999
-9e-08,-0.00047725001700000007
-8.9e-08,0.0012414999449999998
-8.8e-08,-0.00078975001
-8.7e-08,-0.001883499985
-8.6e-08,-0.002195999978
-8.5e-08,0.002647749913
-8.4e-08,0.00030399996599999994
-8.3e-08,0.000147749969
-8.2e-08,0.001866499931
-8.1e-08,0.00030399996599999994
-8e-08,0.001085249948
-7.9e-08,0.000147749969
-7.8e-08,0.002647749913
-7.7e-08,-0.002508499971
-7.6e-08,0.000772749955
-7.5e-08,-0.003133499957
-7.4e-08,-0.004070999936
-7.3e-08,0.0004602499619999999
-7.2e-08,0.00280399991
-7.1e-08,0.000772749955
-7e-08,0.002178999924
-6.9e-08,0.001397749941
-6.8e-08,0.001866499931
-6.7e-08,0.001553999938
-6.6e-08,-0.004383499929
-6.5e-08,-0.00391474994
-6.4e-08,-0.002039749982
-6.3e-08,0.00030399996599999994
-6.2e-08,0.003116499903
-6.1e-08,-0.0006335000130000001
-6e-08,-0.003289749954
-5.9e-08,0.004053999882
-5.8e-08,0.004991499861
-5.7e-08,-0.00047725001700000007
-5.6e-08,-0.002508499971
-5.5e-08,-0.002039749982
-5.4e-08,-0.001883499985
-5.3e-08,-0.00032100002
-5.2e-08,-0.0011022500030000001
-5.1e-08,0.000772749955
-5e-08,0.00030399996599999994
-4.9e-08,-0.00032100002
-4.8e-08,-0.003133499957
-4.7e-08,0.0038977498849999998
-4.6e-08,0.0009289999519999999
-4.5e-08,-0.00047725001700000007
-4.4e-08,-0.0006335000130000001
-4.3e-08,-0.004695999922
-4.2e-08,0.000616499959
-4.1e-08,0.0009289999519999999
-4e-08,0.000147749969
-3.9e-08,0.001397749941
-3.8e-08,-0.001727249989
-3.7e-08,-0.0026647499679999997
-3.6e-08,0.001397749941
-3.5e-08,0.001553999938
-3.4e-08,-0.001258499999
-3.3e-08,0.0034289998959999997
-3.2e-08,0.001553999938
-3.1e-08,-8.500026999999936e-06
-3e-08,0.0012414999449999998
-2.9e-08,-0.003133499957
-2.8e-08,0.000147749969
-2.7e-08,-0.00047725001700000007
-2.6e-08,0.000616499959
-2.5e-08,-0.00047725001700000007
-2.4e-08,0.0045227498719999995
-2.3e-08,-0.001727249989
-2.2e-08,-0.004695999922
-2.1e-08,-0.002352249975
-2e-08,-0.00078975001
-1.9e-08,0.002178999924
-1.8e-08,0.003272749899
-1.7e-08,-0.00078975001
-1.6e-08,-0.003289749954
-1.5e-08,-0.00344599995
-1.4e-08,0.00233524992
-1.3e-08,-0.001727249989
-1.2e-08,0.00030399996599999994
-1.1e-08,0.004366499875000001
-1e-08,-0.0001647500240000001
-9e-09,-0.001414749996
-8e-09,-0.00047725001700000007
-7e-09,-0.001727249989
-6e-09,0.0009289999519999999
-5e-09,0.0038977498849999998
-4e-09,-0.00047725001700000007
-3e-09,-0.004227249933
-2e-09,-0.0011022500030000001
-1e-09,-0.0011022500030000001
-0.0,-0.0026647499679999997
1e-09,-0.0006335000130000001
2e-09,0.000147749969
3e-09,0.004053999882
4e-09,0.000616499959
5e-09,0.0009289999519999999
6e-09,0.00030399996599999994
7e-09,-0.00078975001
8e-09,0.0004602499619999999
9e-09,0.004053999882
1e-08,0.00030399996599999994
1.1e-08,0.002178999924
1.2e-08,0.00280399991
1.3e-08,0.00233524992
1.4e-08,0.0009289999519999999
1.5e-08,-0.00047725001700000007
1.6e-08,0.00280399991
1.7e-08,-0.00078975001
1.8e-08,-0.001258499999
1.9e-08,-0.001727249989
2e-08,-0.002039749982
2.1e-08,-0.00078975001
